"","vuQrLzvK","XzxOZkAn","esHWAAyG","ldnyeZwD","xjTIGPgB","UEaRhdUa","yyoCYPtc","TbDUmaHA","BjWMmVMX","gmjAuMKF","poor"
"38",1.29993217281476,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","QHiPm","mqcBm","vCMht","False"
"39",0.39908852636461,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"40",1.50781916814941,"OYPbi",0.887907383848064,1.08079556387643,"iaGmu","RHnTH","CMKEH","QHiPm","mqcBm","vCMht","False"
"41",-1.06997957400025,"NSjXr",-0.0933656555045283,1.71301785812148,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","True"
"42",0.745566851922361,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"43",-0.654205583330951,"NSjXr",-0.0933656555045283,2.97746244661157,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"44",0.884158182145461,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"45",-1.416457899558,"OYPbi",0.887907383848064,-1.44809361310376,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"46",-1.20857090422335,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"47",0.3852293933423,"NSjXr",0.887907383848064,-0.183649024613663,"iaGmu","RHnTH","JPAUs","GHRZs","sJktS","VPQpf","True"
"48",0.46838419147616,"OYPbi",0.887907383848064,1.71301785812148,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"49",0.39908852636461,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"50",0.46838419147616,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","RHnTH","CMKEH","QHiPm","PJanL","vCMht","False"
"51",-1.62434489489265,"OYPbi",0.887907383848064,2.34524015236652,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"52",-1.0006839088887,"OYPbi",-0.0933656555045283,1.08079556387643,"iaGmu","xyYit","CMKEH","GHRZs","PJanL","VPQpf","False"
"53",1.02274951236856,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","PJanL","vCMht","False"
"54",-1.8322318902273,"NSjXr",-0.0933656555045283,2.34524015236652,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"55",-0.0998402624385506,"OYPbi",0.887907383848064,-0.81587131885871,"YpxSr","kZxnZ","JPAUs","GHRZs","PJanL","vCMht","False"
"56",-0.0859811294162405,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","GHRZs","PJanL","VPQpf","False"
"57",-0.792796913554052,"OYPbi",-5.98100389162008,2.34524015236652,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"58",-0.515614253107851,"NSjXr",-0.0933656555045283,1.71301785812148,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"59",0.814862517033911,"OYPbi",-4.99973085226749,1.71301785812148,"iaGmu","xyYit","CMKEH","QHiPm","PJanL","vCMht","False"
"60",0.676271186810811,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"61",1.02274951236856,"NSjXr",-0.0933656555045283,0.448573269631384,"YpxSr","xyYit","JPAUs","QHiPm","PJanL","vCMht","False"
"62",0.19120153102996,"NSjXr",-0.0933656555045283,-0.81587131885871,"YpxSr","RHnTH","JPAUs","GHRZs","sJktS","VPQpf","True"
"63",0.676271186810811,"NSjXr",0.887907383848064,1.08079556387643,"iaGmu","xyYit","CMKEH","GHRZs","PJanL","VPQpf","False"
"64",-0.363163789862441,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"65",0.0526102008068597,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"66",0.2466380631192,"OYPbi",-0.0933656555045283,1.08079556387643,"iaGmu","cYCMU","CMKEH","QHiPm","mqcBm","vCMht","True"
"67",1.02274951236856,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","cYCMU","JPAUs","QHiPm","PJanL","vCMht","False"
"68",-1.62434489489265,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","QHiPm","PJanL","VPQpf","True"
"69",-0.0998402624385506,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","cYCMU","CMKEH","GHRZs","sJktS","VPQpf","False"
"70",0.32979286125306,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"71",-1.6936405600042,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"72",0.32979286125306,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"73",-1.6936405600042,"OYPbi",-5.98100389162008,-0.183649024613663,"iaGmu","cYCMU","CMKEH","QHiPm","mqcBm","VPQpf","False"
"75",-1.5550492297811,"NSjXr",-2.05591173420971,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"76",-0.0859811294162405,"NSjXr",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"77",0.676271186810811,"NSjXr",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"78",1.02274951236856,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"79",0.537679856587711,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"80",0.39908852636461,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"81",0.884158182145461,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"82",1.36922783792631,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"83",-0.155276794527791,"OYPbi",0.887907383848064,-1.44809361310376,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"84",0.32979286125306,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"86",0.606975521699261,"NSjXr",0.887907383848064,-0.183649024613663,"iaGmu","RHnTH","JPAUs","GHRZs","PJanL","VPQpf","False"
"87",-0.0998402624385506,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"88",0.26049719614151,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"89",0.537679856587711,"NSjXr",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"90",0.814862517033911,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"91",0.814862517033911,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","PJanL","VPQpf","False"
"92",-1.76293622511575,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","True"
"93",0.537679856587711,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","RHnTH","CMKEH","GHRZs","PJanL","VPQpf","False"
"94",0.46838419147616,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","RHnTH","CMKEH","GHRZs","mqcBm","VPQpf","False"
"95",1.50781916814941,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"96",1.36922783792631,"OYPbi",-2.05591173420971,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","True"
"97",-1.76293622511575,"OYPbi",0.887907383848064,1.71301785812148,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"98",-0.363163789862441,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"99",0.676271186810811,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"100",-0.515614253107851,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"101",-0.169135927550101,"OYPbi",0.887907383848064,1.71301785812148,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"102",-1.34716223444645,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"103",0.676271186810811,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"104",1.36922783792631,"NSjXr",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"105",-0.377022922884751,"OYPbi",-0.0933656555045283,0.448573269631384,"YpxSr","kZxnZ","JPAUs","QHiPm","PJanL","vCMht","False"
"106",-0.293868124750891,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"107",0.46838419147616,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","RHnTH","CMKEH","GHRZs","PJanL","VPQpf","True"
"108",-1.9708232204504,"NSjXr",-0.0933656555045283,-0.183649024613663,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","True"
"109",1.36922783792631,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","RHnTH","CMKEH","GHRZs","PJanL","VPQpf","False"
"110",1.02274951236856,"OYPbi",-0.0933656555045283,-1.44809361310376,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"111",0.606975521699261,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"112",-1.48575356466955,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","RHnTH","CMKEH","GHRZs","mqcBm","vCMht","False"
"115",-0.363163789862441,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","cYCMU","CMKEH","QHiPm","mqcBm","vCMht","False"
"116",-1.62434489489265,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"117",0.32979286125306,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","QHiPm","PJanL","vCMht","False"
"118",0.39908852636461,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","True"
"119",0.814862517033911,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","PJanL","vCMht","False"
"120",-0.446318587996301,"OYPbi",0.887907383848064,2.34524015236652,"iaGmu","xyYit","CMKEH","QHiPm","PJanL","vCMht","True"
"121",1.50781916814941,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","PJanL","vCMht","False"
"122",0.676271186810811,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","cYCMU","CMKEH","QHiPm","PJanL","vCMht","False"
"123",-1.1392752391118,"OYPbi",-0.0933656555045283,1.71301785812148,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","True"
"124",0.606975521699261,"NSjXr",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"125",0.676271186810811,"NSjXr",-0.0933656555045283,-0.183649024613663,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","True"
"126",-0.723501248442502,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"127",0.32979286125306,"OYPbi",-1.07463869485712,1.08079556387643,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"128",-1.8322318902273,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"129",1.23063650770321,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"130",1.16134084259166,"OYPbi",-3.0371847735623,0.448573269631384,"iaGmu","RHnTH","JPAUs","GHRZs","mqcBm","VPQpf","False"
"131",-0.155276794527791,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"132",-1.1392752391118,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"133",-0.654205583330951,"NSjXr",-0.0933656555045283,1.71301785812148,"iaGmu","RHnTH","JPAUs","GHRZs","sJktS","VPQpf","False"
"134",-1.416457899558,"OYPbi",0.887907383848064,1.08079556387643,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"135",0.953453847257011,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"136",-1.34716223444645,"OYPbi",-4.0184578129149,-0.183649024613663,"iaGmu","RHnTH","CMKEH","QHiPm","PJanL","vCMht","False"
"137",-0.0859811294162405,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"138",-0.155276794527791,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"139",0.814862517033911,"NSjXr",-0.0933656555045283,1.08079556387643,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"140",-0.363163789862441,"OYPbi",-0.0933656555045283,-1.44809361310376,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"141",0.32979286125306,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"142",0.46838419147616,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","QHiPm","mqcBm","vCMht","False"
"143",-0.446318587996301,"NSjXr",-0.0933656555045283,-0.183649024613663,"iaGmu","RHnTH","CMKEH","QHiPm","mqcBm","vCMht","False"
"145",0.814862517033911,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"146",-0.0166854643046904,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"147",0.606975521699261,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"148",1.50781916814941,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"149",1.36922783792631,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"150",-0.792796913554052,"OYPbi",-0.0933656555045283,1.08079556387643,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"151",-1.6936405600042,"OYPbi",-0.0933656555045283,0.448573269631384,"YpxSr","cYCMU","JPAUs","GHRZs","mqcBm","VPQpf","False"
"152",-0.446318587996301,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"153",0.606975521699261,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"154",1.43852350303786,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"155",-0.238431592661651,"NSjXr",-0.0933656555045283,1.08079556387643,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"156",0.814862517033911,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"157",1.16134084259166,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"158",-0.446318587996301,"OYPbi",0.887907383848064,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"159",-1.6936405600042,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"160",0.0526102008068597,"OYPbi",-0.0933656555045283,-1.44809361310376,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"161",-1.1392752391118,"NSjXr",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"162",1.09204517748011,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"163",0.12190586591841,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"164",1.50781916814941,"NSjXr",0.887907383848064,-1.44809361310376,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"165",-0.363163789862441,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","RHnTH","CMKEH","GHRZs","mqcBm","VPQpf","False"
"166",0.939594714234701,"NSjXr",0.887907383848064,1.71301785812148,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"167",-1.20857090422335,"OYPbi",-1.07463869485712,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","vCMht","False"
"168",1.36922783792631,"OYPbi",0.887907383848064,1.08079556387643,"iaGmu","xyYit","CMKEH","GHRZs","PJanL","vCMht","False"
"169",0.606975521699261,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","cYCMU","CMKEH","GHRZs","mqcBm","vCMht","False"
"170",1.09204517748011,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","xyYit","CMKEH","GHRZs","PJanL","VPQpf","True"
"171",0.953453847257011,"OYPbi",0.887907383848064,-1.44809361310376,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"172",-0.155276794527791,"NSjXr",-0.0933656555045283,1.71301785812148,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"173",-1.8322318902273,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"174",0.2466380631192,"NSjXr",-2.05591173420971,4.87412932934671,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"175",-0.155276794527791,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"176",0.814862517033911,"OYPbi",-0.0933656555045283,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","VPQpf","False"
"177",0.814862517033911,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"178",1.43852350303786,"OYPbi",0.887907383848064,1.08079556387643,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"179",1.50781916814941,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"180",-1.48575356466955,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","QHiPm","PJanL","vCMht","False"
"181",1.36922783792631,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"182",1.43852350303786,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"183",-0.363163789862441,"OYPbi",-0.0933656555045283,-0.81587131885871,"YpxSr","RHnTH","JPAUs","GHRZs","PJanL","VPQpf","True"
"184",-1.8322318902273,"NSjXr",-2.05591173420971,1.08079556387643,"iaGmu","kZxnZ","CMKEH","QHiPm","PJanL","vCMht","True"
"185",0.606975521699261,"OYPbi",-0.0933656555045283,0.448573269631384,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
"186",-1.34716223444645,"NSjXr",-2.05591173420971,-0.183649024613663,"iaGmu","cYCMU","CMKEH","GHRZs","mqcBm","VPQpf","True"
"187",1.50781916814941,"OYPbi",-0.0933656555045283,-0.81587131885871,"iaGmu","cYCMU","CMKEH","GHRZs","mqcBm","VPQpf","False"
"188",1.02274951236856,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","cYCMU","CMKEH","GHRZs","PJanL","VPQpf","False"
"189",0.32979286125306,"OYPbi",0.887907383848064,-0.81587131885871,"iaGmu","xyYit","CMKEH","QHiPm","mqcBm","vCMht","False"
"190",-0.0859811294162405,"OYPbi",0.887907383848064,-0.183649024613663,"iaGmu","xyYit","CMKEH","GHRZs","mqcBm","VPQpf","False"
